customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00047,Female,1,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,107.19,5629.11,No
CUST-00048,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),31.04,1028.71,No
CUST-00049,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),110.24,1359.65,No
CUST-00050,Female,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,40.42,1471.73,No
CUST-00051,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,57.61,3605.45,Yes
CUST-00052,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.54,799.14,Yes
CUST-00053,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,29.59,1690.19,Yes
CUST-00054,Female,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),117.42,2812.65,No
CUST-00055,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.41,441.32,No
CUST-00056,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.57,1755.74,No
CUST-00057,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),108.54,189.48,Yes
CUST-00058,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,22.23,957.09,No
CUST-00059,Male,0,No,No,38,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),19.11,652.41,No
CUST-00060,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.02,138.41,No
CUST-00061,Male,0,Yes,Yes,46,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,28.36,1144.4,No
CUST-00062,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,101.63,2075.96,No
CUST-00063,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.22,1841.66,No
CUST-00064,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),81.2,2489.56,No
CUST-00065,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.94,1484.91,Yes
CUST-00066,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,33.61,1776.49,Yes
CUST-00067,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),117.32,328.63,No
CUST-00068,Male,1,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,84.46,5335.56,No
CUST-00069,Female,1,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24.67,1184.46,Yes
CUST-00070,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,73.11,4173.69,No
CUST-00071,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.83,3278.93,Yes
CUST-00072,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,109.59,2038.91,Yes
CUST-00073,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.28,1478.77,Yes
CUST-00074,Female,1,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.17,1753.38,No
CUST-00075,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),68.9,66.1,Yes
CUST-00076,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.11,4436.02,No
CUST-00077,Female,1,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),40.53,2751.16,No
CUST-00078,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.67,4381.91,No
CUST-00079,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),105.45,3603.0,No
CUST-00080,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.55,560.11,Yes
CUST-00081,Male,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.85,2238.8,No
CUST-00082,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.1,2547.74,Yes
CUST-00083,Male,1,Yes,Yes,37,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,98.62,3433.75,No
CUST-00084,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,46.4,1565.11,No
CUST-00085,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,103.51,3646.17,No
CUST-00086,Male,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),32.72,1617.82,No
CUST-00087,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.01,1193.27,No
CUST-00088,Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.33,1521.66,No
CUST-00089,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.17,295.0,No
CUST-00090,Female,0,No,No,39,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.46,3277.04,No
CUST-00091,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),92.83,1958.86,No
CUST-00092,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.49,1446.54,Yes
CUST-00093,Female,1,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,98.93,1115.85,No
CUST-00094,Female,1,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,48.42,2884.66,Yes
CUST-00095,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.99,5613.29,No
CUST-00096,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,788.61,No
CUST-00097,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.12,2323.86,No
CUST-00098,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,67.3,1125.34,No
CUST-00099,Female,1,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,62.84,4442.95,No
CUST-00100,Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),89.45,6010.48,No
CUST-00101,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.18,85.04,Yes
CUST-00102,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.04,1031.58,Yes
CUST-00103,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.41,541.03,Yes
CUST-00104,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),101.05,6417.98,No
CUST-00105,Female,0,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.92,321.14,No
CUST-00106,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.87,3711.4,No
CUST-00107,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,111.77,2351.13,No
CUST-00108,Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.51,159.54,Yes
CUST-00109,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),41.95,1340.07,No
CUST-00110,Male,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.39,6376.6,No
CUST-00111,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.4,1841.65,Yes
CUST-00112,Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),112.29,5041.88,No
CUST-00113,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.14,3100.28,Yes
CUST-00114,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,116.87,5958.26,Yes
CUST-00115,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.89,2700.6,Yes
CUST-00116,Female,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,50.47,2111.58,No
CUST-00117,Male,1,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.0,3495.31,Yes
CUST-00118,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.7,480.39,No
CUST-00119,Female,1,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.84,771.56,No
CUST-00120,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),52.3,2203.37,No
CUST-00121,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),108.47,2101.61,Yes
CUST-00122,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.91,841.4,No
CUST-00123,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.86,198.83,No
CUST-00124,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.71,74.56,Yes
CUST-00125,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),47.27,1702.25,No
CUST-00126,Female,0,No,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,59.24,2525.74,No
CUST-00127,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,110.84,4533.67,No
CUST-00128,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),24.16,121.7,No
CUST-00129,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,34.46,330.76,Yes
CUST-00130,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,109.92,2111.94,No
CUST-00131,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,36.29,2156.5,Yes
CUST-00132,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.78,450.64,No
CUST-00133,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.61,4298.49,Yes
CUST-00134,Male,0,No,No,55,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,118.41,6151.34,No
CUST-00135,Male,0,Yes,No,53,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.59,3162.62,No
CUST-00136,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,71.29,1448.95,No
CUST-00137,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,102.29,1909.26,Yes
CUST-00138,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.03,5546.97,Yes
CUST-00139,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,119.59,7613.03,No
CUST-00140,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),80.49,5383.28,No
CUST-00141,Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),60.81,3303.71,No
CUST-00142,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.03,2187.01,No
CUST-00143,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.72,7155.33,No
CUST-00144,Female,1,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.46,2303.44,Yes
CUST-00145,Female,1,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.61,303.08,Yes
CUST-00146,Male,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,37.83,2076.8,No
CUST-00147,Male,0,Yes,No,58,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,64.96,3514.49,No
CUST-00148,Male,0,No,No,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,20.32,1294.64,No
CUST-00149,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.51,1204.77,No
CUST-00150,Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,25.53,1407.15,No
CUST-00151,Male,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.09,1350.04,Yes
CUST-00152,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,46.76,2380.38,No
CUST-00153,Male,1,No,No,65,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,101.35,5643.98,Yes
CUST-00154,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,28.45,361.41,No
CUST-00155,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.56,512.04,No
CUST-00156,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.76,4736.43,No
CUST-00157,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.09,27.04,Yes
CUST-00158,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,118.67,7759.81,No
CUST-00159,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.21,1217.79,No
CUST-00160,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.62,701.97,No
CUST-00161,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,36.76,1625.12,No
CUST-00162,Male,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.56,3979.42,No
CUST-00163,Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.48,3728.82,Yes
CUST-00164,Female,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.16,3575.21,Yes
CUST-00165,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.3,1327.15,No
CUST-00166,Male,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,115.78,5064.01,No
CUST-00167,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.08,598.66,Yes
CUST-00168,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.54,2493.37,No
CUST-00169,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.59,2030.6,No
CUST-00170,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,40.82,1725.77,Yes
CUST-00171,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,41.24,371.22,No
CUST-00172,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.68,3138.39,No
CUST-00173,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,56.24,644.53,No
